name,online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city_location
Eshmeet Da Dhaba,1,0,3.1,120,CasualDining,NorthIndian Chinese,500.0,Dine-out,koramangala6thblock koramangala4thblock
A2B - Adyar Ananda Bhavan,1,0,2.7,249,CasualDining,SouthIndian NorthIndian Chinese StreetFood FastFood,400.0,Dine-out,koramangala7thblock koramangala4thblock
Dhuaan,0,0,4.3,135,Cafe,Cafe Continental,800.0,Dine-out,koramangala5thblock koramangala4thblock
Taj Darbar,1,0,3.8,149,CasualDining,Biryani Mughlai Chinese,600.0,Dine-out,koramangala5thblock koramangala4thblock
Urban Spoon Buffet Restaurant,0,1,3.5,32,CasualDining,NorthIndian Chinese,1000.0,Dine-out,koramangala5thblock koramangala4thblock
Selfie Cafe,0,0,3.7,19,BeverageShop QuickBites,Beverages FastFood Desserts,300.0,Dine-out,koramangala7thblock koramangala4thblock
The Golden Spoon Restaurant Meat & Wine,0,0,3.5,14,CasualDining,Chinese NorthIndian,1000.0,Dine-out,koramangala7thblock koramangala4thblock
Uday Sweets,1,0,3.5,34,SweetShop,Mithai FastFood,250.0,Dine-out,koramangala6thblock koramangala4thblock
Purani Dilli By Anand Sweets,1,0,4.1,237,CasualDining,NorthIndian Continental StreetFood,500.0,Dine-out,koramangala5thblock koramangala4thblock
Cafe On The Way,1,0,4.0,275,Cafe,Cafe,500.0,Dine-out,koramangala3rdblock koramangala4thblock
Imperial Restaurant,1,0,3.6,243,CasualDining,Seafood Biryani SouthIndian Chettinad Chinese Arabian Andhra Kerala,800.0,Dine-out,koramangala6thblock koramangala4thblock
Oil Pump,0,0,3.7,68,Bar,FingerFood Continental,1000.0,Dine-out,koramangala6thblock koramangala4thblock
Malabar Mandra,1,0,3.6,45,CasualDining,Kerala Chinese,700.0,Dine-out,koramangala1stblock koramangala4thblock
Hotel Food Lands,1,0,3.8,57,CasualDining,Seafood Mangalorean,700.0,Dine-out,koramangala7thblock koramangala4thblock
Daawat Restaurant Bar & Pub,1,0,3.5,9,Bar CasualDining,FingerFood NorthIndian Seafood Mangalorean Chinese,700.0,Dine-out,koramangala7thblock koramangala4thblock
Samavar,0,0,3.4,7,CasualDining,NorthIndian SouthIndian Chinese Continental Italian,1000.0,Dine-out,koramangala6thblock koramangala4thblock
Tattva Cafe,0,0,2.8,227,Cafe,Cafe,450.0,Dine-out,koramangala6thblock koramangala4thblock
Skywalk Restobar,0,0,3.3,5,CasualDining Bar,NorthIndian SouthIndian,700.0,Dine-out,koramangala1stblock koramangala4thblock
Raj Darbar,1,0,3.7,47,CasualDining,NorthIndian Chinese Bengali,800.0,Dine-out,koramangala6thblock koramangala4thblock
Ocean,1,0,3.8,215,CasualDining,Mexican Continental Italian Chinese,700.0,Dine-out,koramangala6thblock koramangala4thblock
Elmas Restaurant,1,0,3.4,34,CasualDining,NorthIndian Kerala Chinese Biryani Seafood SouthIndian,650.0,Dine-out,koramangala7thblock koramangala4thblock
Gallop Bar - Davanam Sarovar Portico Suites,0,0,3.5,11,Lounge,FingerFood,1600.0,Dine-out,koramangala2ndblock koramangala4thblock
Primal,0,0,3.0,25,Bar,FingerFood Continental,2300.0,Dine-out,koramangala6thblock koramangala4thblock
Momoz,0,0,3.9,626,CasualDining,Chinese Momos,600.0,Dine-out,koramangala5thblock koramangala4thblock
Gangothri Veg Restaurant,1,0,3.7,93,QuickBites,NorthIndian SouthIndian Chinese,300.0,Dine-out,koramangala6thblock koramangala4thblock
CHAAI BEE,0,0,3.5,8,BeverageShop QuickBites,Beverages FastFood StreetFood,250.0,Dine-out,koramangala7thblock koramangala4thblock
Happy Plate,0,0,3.6,54,QuickBites,NorthIndian Chinese SouthIndian FastFood,400.0,Dine-out,koramangala6thblock koramangala4thblock
Cool Lassi Burger,0,0,3.1,7,BeverageShop QuickBites,Beverages FastFood Burger,200.0,Dine-out,koramangala5thblock koramangala4thblock
Samrat Regency Bar And Restaurant,0,0,3.8,29,Bar,NorthIndian Chinese,800.0,Dine-out,koramangala6thblock koramangala4thblock
Juice Point,0,0,3.2,6,BeverageShop QuickBites,Juices Beverages FastFood,100.0,Dine-out,koramangala1stblock koramangala4thblock
The Local - Burger Bar,0,0,3.8,152,Pub CasualDining,American Pizza Burger,1500.0,Dine-out,koramangala6thblock koramangala4thblock
Loca Moca,0,0,3.7,46,Cafe,Cafe Continental,600.0,Dine-out,koramangala1stblock koramangala4thblock
Malnad Military Hotel,0,0,3.8,40,CasualDining,SouthIndian Chinese,500.0,Dine-out,koramangala7thblock koramangala4thblock
Sri Vinayaka Andhra Mess,0,0,3.3,4,Mess,Andhra,300.0,Dine-out,koramangala5thblock koramangala4thblock
Bakimo,0,0,3.5,7,CasualDining,Continental,850.0,Dine-out,koramangala5thblock koramangala4thblock
Fetchpod Cafe,0,0,2.9,12,Cafe,Cafe NorthIndian Chinese Continental,500.0,Dine-out,koramangala6thblock koramangala4thblock
Urban Spice,1,0,3.6,23,CasualDining,NorthIndian Chinese Continental,800.0,Dine-out,ejipura koramangala4thblock
Om's Cafe Prana,0,0,3.6,16,Cafe,Cafe FastFood,300.0,Dine-out,koramangala7thblock koramangala4thblock
Kebarbiq,0,0,4.0,138,CasualDining,NorthIndian Arabian Mughlai MiddleEastern Grill,800.0,Dine-out,koramangala7thblock koramangala4thblock
M World Cafe,1,0,3.5,14,Cafe,Cafe,500.0,Dine-out,koramangala1stblock koramangala4thblock
Ambur Biryani Mess,0,0,3.4,18,Mess,Biryani,250.0,Dine-out,koramangala6thblock koramangala4thblock
Ambur Biryani Hotel,0,0,3.2,13,QuickBites,Biryani,200.0,Dine-out,koramangala1stblock koramangala4thblock
Shree Nandini Andhra Mess,0,0,3.3,5,Mess,Andhra,150.0,Dine-out,koramangala5thblock koramangala4thblock
Malabar Mint,0,0,3.4,39,CasualDining,Kerala NorthIndian Chinese,700.0,Dine-out,koramangala5thblock koramangala4thblock
Jade,0,0,3.3,6,CasualDining,Continental American,900.0,Dine-out,ejipura koramangala4thblock
Rice and Rolls,0,0,2.7,61,QuickBites,Arabian Biryani NorthIndian Chinese FastFood,500.0,Dine-out,koramangala6thblock koramangala4thblock
Holiday Fast Food,0,0,3.4,21,QuickBites,Kerala SouthIndian Chinese,350.0,Dine-out,ejipura koramangala4thblock
Shiva Sai Andhra Hotel,0,0,3.2,4,QuickBites,SouthIndian Chinese,300.0,Dine-out,ejipura koramangala4thblock
Punjabi Dhaba,1,0,3.4,356,QuickBites,NorthIndian,350.0,Dine-out,ejipura koramangala4thblock
Shaap,1,0,3.6,207,CasualDining,Kerala Seafood,500.0,Dine-out,koramangala5thblock koramangala4thblock
Grills And Tandoor,1,1,3.7,111,CasualDining,NorthIndian Chinese,900.0,Dine-out,koramangala5thblock koramangala4thblock
Tella Tales,1,0,4.2,414,Cafe,Cafe Desserts Beverages,700.0,Dine-out,koramangala5thblock koramangala4thblock
Zeeshan,1,0,3.8,214,CasualDining,NorthIndian Kebab Biryani Rolls,700.0,Dine-out,koramangala7thblock koramangala4thblock
Kaaram,1,0,3.9,326,CasualDining,Andhra Biryani,500.0,Dine-out,koramangala6thblock koramangala4thblock
Pizza Hut,1,0,3.7,708,CasualDining,Pizza FastFood,750.0,Dine-out,koramangala7thblock koramangala4thblock
Black Pepper Lounge - Case de Bengaluru,0,1,3.7,81,Lounge,FingerFood,1200.0,Dine-out,koramangala6thblock koramangala4thblock
Dreams Cafe - All Day English Food St.,1,0,3.8,230,Cafe,Cafe Continental Burger,600.0,Dine-out,koramangala1stblock koramangala4thblock
Taco Bell,1,0,4.1,1962,QuickBites,Mexican American FastFood,600.0,Dine-out,koramangala6thblock koramangala4thblock
Kota Kachori,1,0,4.3,3618,QuickBites,StreetFood Desserts NorthIndian Mithai Rajasthani,400.0,Dine-out,koramangala6thblock koramangala4thblock
Eat Street,0,0,4.2,1531,QuickBites,NorthIndian Chinese Italian StreetFood Desserts,600.0,Dine-out,koramangala6thblock koramangala4thblock
Mooch Marod,0,0,4.2,93,QuickBites,NorthIndian,400.0,Dine-out,koramangala6thblock koramangala4thblock
Stoner,1,0,4.5,2617,DessertParlor Cafe,IceCream Cafe Pizza Burger Desserts Beverages,500.0,Dine-out,koramangala5thblock koramangala4thblock
California Burrito,0,0,4.1,1227,QuickBites,Mexican FastFood,400.0,Dine-out,koramangala5thblock koramangala4thblock
Sree Krishna Kafe,1,0,4.2,972,QuickBites,SouthIndian,200.0,Dine-out,koramangala5thblock koramangala4thblock
Khawa Karpo,0,0,4.3,995,QuickBites,Chinese Tibetan Momos,350.0,Dine-out,koramangala5thblock koramangala4thblock
Nutri Rich,1,0,3.8,53,QuickBites,HealthyFood,350.0,Dine-out,koramangala7thblock koramangala4thblock
White Elefan Coffee and Snack Bar,1,0,3.9,45,QuickBites,Coffee FastFood Chinese Beverages,550.0,Dine-out,koramangala6thblock koramangala4thblock
Habibi Falafel,1,0,4.3,221,QuickBites,Lebanese MiddleEastern,300.0,Dine-out,koramangala1stblock koramangala4thblock
Tenzin Kitchen,1,0,4.2,532,QuickBites,Tibetan Chinese Momos,450.0,Dine-out,koramangala7thblock koramangala4thblock
Podi Idly,1,0,4.3,654,QuickBites,SouthIndian,250.0,Dine-out,koramangala6thblock koramangala4thblock
Fiero! Pizzeria,1,0,4.0,61,QuickBites,Italian FastFood Pizza,400.0,Dine-out,koramangala6thblock koramangala4thblock
Khatta Meetha Teekha,1,0,4.2,190,QuickBites,StreetFood NorthIndian Mithai Chinese Beverages,300.0,Dine-out,koramangala6thblock koramangala4thblock
30 Square,1,0,4.2,557,QuickBites,Tibetan Nepalese Momos,400.0,Dine-out,koramangala5thblock koramangala4thblock
IDC Kitchen,0,0,4.2,52,QuickBites,SouthIndian,200.0,Dine-out,koramangala5thblock koramangala4thblock
Madurai Idly Shop,0,0,3.7,468,QuickBites,SouthIndian,200.0,Dine-out,koramangala6thblock koramangala4thblock
Arya Hungry?,1,0,4.3,279,QuickBites,NorthIndian,450.0,Dine-out,koramangala7thblock koramangala4thblock
Sagar Fast Food,1,0,4.0,138,QuickBites,SouthIndian NorthIndian StreetFood Chinese,250.0,Dine-out,koramangala8thblock koramangala4thblock
Leon Grill,1,0,4.3,169,QuickBites,Burger FastFood,500.0,Dine-out,koramangala5thblock koramangala4thblock
Biryanis And More,1,0,3.7,21,QuickBites,Biryani NorthIndian Chinese Andhra SouthIndian,750.0,Dine-out,koramangala5thblock koramangala4thblock
Tibetan Kitchen,1,0,4.3,246,QuickBites,Tibetan Chinese Continental Momos,600.0,Dine-out,koramangala5thblock koramangala4thblock
The Wok Shop,1,0,4.1,271,QuickBites,Asian Chinese Momos FastFood Indonesian Korean,500.0,Dine-out,koramangala1stblock koramangala4thblock
Atta Galata,0,0,4.1,209,QuickBites,Bakery Beverages,200.0,Dine-out,koramangala5thblock koramangala4thblock
Polar Bear,1,0,4.2,195,DessertParlor,Desserts IceCream Beverages Sandwich,400.0,Dine-out,koramangala6thblock koramangala4thblock
Subway,1,0,3.7,219,QuickBites FoodCourt,Salad FastFood,600.0,Dine-out,koramangala5thblock koramangala4thblock
Sonar Bangala,1,0,3.8,76,QuickBites,Bengali NorthIndian,500.0,Dine-out,koramangala5thblock koramangala4thblock
KFC,1,0,3.8,476,QuickBites,Burger FastFood,450.0,Dine-out,koramangala6thblock koramangala4thblock
Gods Own Cafe,1,0,4.4,384,QuickBites,SouthIndian Kerala Seafood,300.0,Dine-out,koramangala7thblock koramangala4thblock
Ramji Chaiwale,1,0,3.8,94,QuickBites,Beverages FastFood,250.0,Dine-out,koramangala1stblock koramangala4thblock
Madeena Hotel,1,0,4.0,88,QuickBites,NorthIndian Mughlai Biryani,400.0,Dine-out,koramangala5thblock koramangala4thblock
Chapati House,1,0,3.9,34,QuickBites,NorthIndian,300.0,Dine-out,ejipura koramangala4thblock
Momo Hut,1,0,4.0,684,QuickBites,Chinese Tibetan Momos,250.0,Dine-out,koramangala5thblock koramangala4thblock
Banchharam,0,0,3.9,140,QuickBites SweetShop,StreetFood Mithai,200.0,Dine-out,koramangala7thblock koramangala4thblock
Smoor,1,0,4.2,100,DessertParlor Cafe,Desserts Cafe Beverages,900.0,Dine-out,koramangala7thblock koramangala4thblock
Delhi Food Point,1,0,3.3,911,QuickBites,NorthIndian Beverages,250.0,Dine-out,koramangala1stblock koramangala4thblock
Sagar Fast Food,1,0,4.0,76,QuickBites,SouthIndian NorthIndian FastFood,300.0,Dine-out,koramangala3rdblock koramangala4thblock
Laziz Pizza,1,0,3.8,45,QuickBites,FastFood Burger Pizza,400.0,Dine-out,koramangala7thblock koramangala4thblock
Burger King,1,0,3.9,1047,QuickBites,Burger FastFood Beverages,600.0,Dine-out,koramangala7thblock koramangala4thblock
Rolls Mania,1,0,3.7,32,QuickBites,FastFood Rolls,450.0,Dine-out,koramangala6thblock koramangala4thblock
McDonald's,1,0,3.8,295,QuickBites,FastFood Burger,500.0,Dine-out,koramangala5thblock koramangala4thblock
Guns N Roses,1,0,3.6,23,QuickBites,FastFood Biryani,300.0,Dine-out,ejipura koramangala4thblock
Faasos,1,0,4.0,462,QuickBites,NorthIndian Biryani FastFood,500.0,Dine-out,koramangala8thblock koramangala4thblock
Desi Flavours,1,0,3.9,121,QuickBites,NorthIndian Chinese Biryani,400.0,Dine-out,koramangala1stblock koramangala4thblock
Chaska Bun,1,0,4.2,166,QuickBites,FastFood,300.0,Dine-out,koramangala5thblock koramangala4thblock
Lucknowiz,1,0,3.5,323,QuickBites,Lucknowi Chinese,500.0,Dine-out,koramangala1stblock koramangala4thblock
Mizo Kitchen,0,0,3.8,27,QuickBites,NorthEastern Chinese,400.0,Dine-out,koramangala5thblock koramangala4thblock
Rolls & Co,1,0,3.9,213,QuickBites,Burger Beverages Rolls,400.0,Dine-out,koramangala6thblock koramangala4thblock
Raj Rasoi,1,0,3.5,12,QuickBites,NorthIndian Chinese,250.0,Dine-out,ejipura koramangala4thblock
Delite Chaat House,1,0,3.9,501,QuickBites,StreetFood Gujarati,300.0,Dine-out,koramangala6thblock koramangala4thblock
Udupi Upahar,0,0,3.6,16,QuickBites,SouthIndian NorthIndian Chinese,300.0,Dine-out,koramangala7thblock koramangala4thblock
PORKEATS,0,0,3.4,6,QuickBites,Goan Mangalorean,400.0,Dine-out,koramangala6thblock koramangala4thblock
Gundappa Donne Biryani,0,0,3.1,117,QuickBites,Biryani,200.0,Dine-out,koramangala7thblock koramangala4thblock
Taste of Nepal,1,0,3.5,24,QuickBites,Nepalese Momos Chinese,350.0,Dine-out,koramangala8thblock koramangala4thblock
Sri Krishna Sagar,1,0,3.9,43,QuickBites,SouthIndian,300.0,Dine-out,koramangala6thblock koramangala4thblock
Little Kolkata,1,0,3.9,97,QuickBites,Bengali NorthIndian,500.0,Dine-out,ejipura koramangala4thblock
The Burger Place,1,0,3.8,28,QuickBites,Burger Continental FastFood,400.0,Dine-out,koramangala1stblock koramangala4thblock
New Mangalore Lunch Home,1,0,3.8,36,QuickBites,Mangalorean Chinese NorthIndian,300.0,Dine-out,koramangala1stblock koramangala4thblock
The Kitchen,1,0,3.6,9,QuickBites,NorthIndian,300.0,Dine-out,koramangala1stblock koramangala4thblock
Ambur Biryani,0,0,3.5,17,QuickBites,Biryani Chinese,250.0,Dine-out,koramangala3rdblock koramangala4thblock
Falahaar,0,0,3.9,154,QuickBites,NorthIndian StreetFood,200.0,Dine-out,koramangala6thblock koramangala4thblock
Min Mini Punjabi Dhaba,1,0,3.9,85,QuickBites,NorthIndian,400.0,Dine-out,koramangala7thblock koramangala4thblock
Under The Hood,1,0,4.0,76,QuickBites,Salad HealthyFood StreetFood,300.0,Dine-out,koramangala1stblock koramangala4thblock
Yummy Biryani,1,0,3.8,41,QuickBites,Biryani,200.0,Dine-out,koramangala7thblock koramangala4thblock
Pappu Chaiwalla,1,0,3.5,10,QuickBites,FastFood Tea Beverages,300.0,Dine-out,koramangala7thblock koramangala4thblock
Lakeview Milkbar,0,0,3.8,289,DessertParlor Cafe,Desserts Cafe FastFood,500.0,Dine-out,koramangala8thblock koramangala4thblock
The Hidden Cafe,1,0,3.9,96,QuickBites,NorthIndian FastFood,350.0,Dine-out,koramangala1stblock koramangala4thblock
Biggies Burger 'n' More,1,0,3.8,108,QuickBites,Cafe Burger FastFood,400.0,Dine-out,koramangala6thblock koramangala4thblock
New Ambur Biryani,0,0,3.2,6,QuickBites,Biryani,150.0,Dine-out,koramangala7thblock koramangala4thblock
Chowpatty,1,0,3.6,95,QuickBites,NorthIndian FastFood StreetFood,300.0,Dine-out,koramangala1stblock koramangala4thblock
Ghee Positive,1,0,3.8,48,QuickBites,NorthIndian Chinese,300.0,Dine-out,koramangala8thblock koramangala4thblock
Jai Jinendra,0,0,4.0,98,QuickBites,StreetFood Beverages,200.0,Dine-out,koramangala6thblock koramangala4thblock
Dosa Plaza,1,0,3.8,140,QuickBites,SouthIndian NorthIndian Chinese Beverages,200.0,Dine-out,koramangala5thblock koramangala4thblock
Burger Lounge,1,0,3.6,75,QuickBites,Burger FastFood Beverages,600.0,Dine-out,koramangala5thblock koramangala4thblock
Chefie,1,0,3.8,37,QuickBites,Continental FastFood Italian NorthIndian,200.0,Dine-out,koramangala1stblock koramangala4thblock
Ganesh Restaurant,1,0,3.7,51,QuickBites,Chinese StreetFood,300.0,Dine-out,koramangala5thblock koramangala4thblock
Chef Baker's,1,0,3.6,37,Bakery QuickBites,Bakery,450.0,Dine-out,koramangala1stblock koramangala4thblock
Chetty's Corner,1,0,3.8,34,QuickBites,FastFood Pizza Sandwich,250.0,Dine-out,koramangala7thblock koramangala4thblock
Paratha Darbar,1,0,3.5,15,QuickBites,NorthIndian,400.0,Dine-out,koramangala1stblock koramangala4thblock
Flavour of Himalaya,1,0,3.7,24,QuickBites,Asian,500.0,Dine-out,koramangala5thblock koramangala4thblock
Mitran Da Junction,1,0,4.1,321,QuickBites,NorthIndian,600.0,Dine-out,koramangala6thblock koramangala4thblock
Maa Di Hatti,1,0,2.8,137,QuickBites,NorthIndian,500.0,Dine-out,koramangala1stblock koramangala4thblock
Five Star Chicken,0,0,2.7,45,QuickBites,FastFood Burger,300.0,Dine-out,koramangala6thblock koramangala4thblock
Chill-Um Cafe,1,1,4.1,152,QuickBites,Cafe Chinese Continental,600.0,Dine-out,koramangala6thblock koramangala4thblock
Shiv Sagar,0,0,3.9,150,FoodCourt,Chinese NorthIndian FastFood StreetFood,500.0,Dine-out,koramangala7thblock koramangala4thblock
Golden China,1,0,3.6,22,QuickBites,Chinese,300.0,Dine-out,koramangala1stblock koramangala4thblock
Shanthi Sagar,1,0,3.4,9,QuickBites,SouthIndian,250.0,Dine-out,koramangala6thblock koramangala4thblock
Kinpeetos,1,0,3.9,64,QuickBites,Lebanese Greek,300.0,Dine-out,koramangala5thblock koramangala4thblock
Ober Cafe,1,0,3.5,10,QuickBites,FastFood Desserts,200.0,Dine-out,koramangala1stblock koramangala4thblock
Bharat Kitchen,1,0,3.7,21,QuickBites,Bengali Chinese NorthIndian Oriya,300.0,Dine-out,koramangala1stblock koramangala4thblock
Tibbs Frankie,0,0,3.5,70,QuickBites,StreetFood Rolls,200.0,Dine-out,koramangala7thblock koramangala4thblock
Ande Ka Funda,0,0,3.7,73,QuickBites,NorthIndian Chinese Rolls,250.0,Dine-out,koramangala7thblock koramangala4thblock
Coconadu,0,0,3.6,36,FoodCourt QuickBites,Kerala Konkan,400.0,Dine-out,koramangala7thblock koramangala4thblock
Mangala Hotel,1,0,3.6,97,QuickBites,Kerala Chinese NorthIndian,300.0,Dine-out,koramangala1stblock koramangala4thblock
Subham Pal Kitchen,1,0,3.3,10,QuickBites,NorthIndian Chinese,300.0,Dine-out,koramangala1stblock koramangala4thblock
Paisa Vasool,1,0,3.3,395,QuickBites,NorthIndian,400.0,Dine-out,koramangala7thblock koramangala4thblock
Appam & Curry,1,0,3.8,18,QuickBites,Kerala SouthIndian,200.0,Dine-out,koramangala1stblock koramangala4thblock
Rolls On Wheels,0,0,2.6,153,QuickBites,FastFood Rolls Momos,300.0,Dine-out,koramangala1stblock koramangala4thblock
Friend's Cafe,1,0,3.9,554,QuickBites,FastFood American Chinese,600.0,Dine-out,koramangala7thblock koramangala4thblock
Mountain Spice,1,0,3.9,188,QuickBites,Chinese Nepalese Tibetan Momos,400.0,Dine-out,koramangala8thblock koramangala4thblock
Jeevika Donne Biryani,0,0,3.4,8,QuickBites,Biryani Chinese FastFood,300.0,Dine-out,koramangala8thblock koramangala4thblock
Hungry Paunch,0,0,4.0,203,FoodCourt QuickBites,Bengali Bihari,350.0,Dine-out,koramangala6thblock koramangala4thblock
Peppers,1,0,2.8,94,QuickBites,NorthIndian Chinese,300.0,Dine-out,ejipura koramangala4thblock
Udupi Grand,0,0,2.8,64,QuickBites,SouthIndian NorthIndian Chinese,300.0,Dine-out,koramangala7thblock koramangala4thblock
Malabar Treat,1,0,3.4,6,QuickBites,NorthIndian Arabian SouthIndian Chinese,500.0,Dine-out,koramangala1stblock koramangala4thblock
Village Donne Biryani,1,0,3.3,49,QuickBites,Biryani,300.0,Dine-out,koramangala5thblock koramangala4thblock
Desi Dhaba,0,0,3.7,34,QuickBites,NorthIndian Chinese Rolls,300.0,Dine-out,koramangala7thblock koramangala4thblock
Food And You,0,0,3.8,89,QuickBites,NorthIndian Gujarati,300.0,Dine-out,koramangala5thblock koramangala4thblock
Meat And Eat,1,0,3.6,90,QuickBites,FastFood Burger,500.0,Dine-out,koramangala7thblock koramangala4thblock
Tawa,1,0,3.4,25,QuickBites,NorthIndian,200.0,Dine-out,koramangala1stblock koramangala4thblock
Cochin Connection,1,0,3.6,41,FoodCourt,Kerala SouthIndian,500.0,Dine-out,koramangala6thblock koramangala4thblock
